Station,River,Location,Easting,Northing,Area,ALTBAR,BFI,PROPWET,SAAR,QMED,Ireland
33029,Stringside,Whitebridge,571600,300650,95.41,25,0.864,0.23,628,2.71,FALSE
33030,Clipstone Brook,Clipstone,493250,225550,40.35,123,0.362,0.31,640,8.32,FALSE
33031,Broughton Brook,Broughton,488850,240950,70.06,98,0.482,0.31,629,13.1045,FALSE
33032,Heacham,Heacham,568500,337500,56.16,57,0.968,0.24,688,0.4325,FALSE
33034,Little Ouse,Abbey Heath,585100,284400,707.75,42,0.694,0.29,607,15.9,FALSE
33039,Bedford Ouse,Roxton,516000,253500,1662.31,95,0.447,0.28,628,75.9,FALSE
33044,Thet,Bridgham,595650,285500,274.99,40,0.681,0.31,620,7.92,FALSE
33045,Wittle,Quidenham,602750,287850,27.45,42,0.534,0.31,608,1.11,FALSE
33046,Thet,Redbridge,599600,292300,143.43,44,0.581,0.31,624,7.945,FALSE
33048,Larling Brook,Stonebridge,592750,290650,21.99,39,0.694,0.24,635,0.318,FALSE
33049,Stanford Water,Buckenham Tofts,583400,295300,46.45,39,0.853,0.31,645,0.788,FALSE
33050,Snail,Fordham,563100,270250,57.88,65,0.738,0.26,577,1.483,FALSE
33051,Cam,Chesterford,550500,242650,140.02,93,0.576,0.29,599,7.9,FALSE
33052,Swaffham Lode,Swaffham Bulbeck,555300,262850,33.13,30,0.841,0.26,567,0.337,FALSE
33054,Babingley,Castle Rising,568000,325250,48.53,52,0.906,0.24,686,1.129,FALSE
33055,Granta,Babraham,551000,250400,101.97,80,0.638,0.26,579,4.007,FALSE
33058,Ouzel,Bletchley,488300,232200,221.11,113,0.481,0.31,641,25.7,FALSE
34001,Yare,Colney,618250,308250,228.81,46,0.528,0.31,635,13.334,FALSE
34003,Bure,Ingworth,619200,329650,161.27,51,0.778,0.31,669,5.428,FALSE
34005,Tud,Costessey Park,616950,311250,72.11,46,0.598,0.31,649,3.15,FALSE
34006,Waveney,Needham Mill,622900,281150,376.07,46,0.422,0.28,594,22.544,FALSE
34007,Dove,Oakley Park,617500,277100,139.37,51,0.427,0.28,585,12.8,FALSE
34008,Ant,Honing Lock,633100,327050,44.43,31,0.806,0.31,632,0.977,FALSE
34012,Burn,Burnham Overy,584150,342800,83.87,48,0.965,0.3,668,1.039,FALSE
35003,Alde,Farnham,636000,260150,62.78,41,0.365,0.26,592,12.57,FALSE
35004,Ore,Beversham,636050,258250,56.35,36,0.455,0.26,596,6.012,FALSE
35008,Gipping,Stowmarket,605750,257900,125.85,63,0.402,0.28,577,14.298,FALSE
36002,Glem,Glemsford,584600,247250,85.62,90,0.402,0.26,598,8.04,FALSE
36003,Box,Polstead,598550,237900,56.72,60,0.555,0.26,566,3.85,FALSE
36004,Chad Brook,Long Melford,586800,245950,50.33,80,0.44,0.28,589,5.062,FALSE
36005,Brett,Hadleigh,602450,242950,155.85,69,0.428,0.28,580,10.9,FALSE
36006,Stour,Langham,602050,234400,571.36,75,0.509,0.25,580,28.4,FALSE
36007,Belchamp Brook,Bardfield Bridge,584750,242150,58.16,65,0.523,0.25,560,4.63,FALSE
36008,Stour,Westmill,582750,246350,222.82,89,0.413,0.26,589,17.1,FALSE
36009,Brett,Cockfield,591400,252550,25.56,87,0.395,0.28,598,3.915,FALSE
36010,Bumpstead Brook,Broad Green,568950,241800,27.58,96,0.387,0.27,588,7.395,FALSE
36011,Stour Brook,Sturmer,569650,244100,34.24,98,0.381,0.26,592,6.79,FALSE
36012,Stour,Kedington,570850,245050,76.64,97,0.396,0.26,599,11.998,FALSE
36015,Stour,Lamarsh,589650,235750,481.29,80,0.474,0.26,583,30.7,FALSE
37001,Roding,Redbridge,541500,188350,301.05,68,0.331,0.29,607,21.279,FALSE
37003,Ter,Crabbs Bridge,578600,210750,77.76,59,0.461,0.31,570,5.635,FALSE
37005,Colne,Lexden,596250,226100,235.88,66,0.537,0.25,566,12.4,FALSE
37006,Can,Beach's Mill,569000,207150,227.85,66,0.316,0.28,589,23.67,FALSE
37007,Wid,Writtle,568700,206000,135.63,69,0.243,0.28,592,14.564,FALSE
37008,Chelmer,Springfield,571300,207100,189.62,77,0.492,0.31,584,13.947,FALSE
37009,Brain,Guithavon Valley,581800,214750,60.27,64,0.534,0.3,572,3.89,FALSE
37010,Blackwater,Appleford Bridge,584450,215800,249.12,67,0.475,0.26,572,13.1,FALSE
37011,Chelmer,Churchend,562850,223350,72.78,94,0.448,0.31,591,9.381,FALSE
37012,Colne,Poolstreet,577100,236400,64.49,82,0.403,0.29,574,9.503,FALSE
37013,Sandon Brook,Sandon Bridge,575550,205450,74.7,52,0.275,0.28,575,8.8,FALSE
37014,Roding,High Ongar,556150,204100,92.65,76,0.403,0.31,597,10.678,FALSE
37016,Pant,Copford Hall,566850,231300,63.8,97,0.404,0.3,588,7.01,FALSE
37017,Blackwater,Stisted,579250,224300,140.38,84,0.493,0.31,579,14.1,FALSE
37018,Ingrebourne,Gaynes Park,555150,186150,44.74,62,0.283,0.27,594,6.418,FALSE
37020,Chelmer,Felsted,567100,219350,133.45,86,0.468,0.31,588,13.22,FALSE
37031,Crouch,Wickford,574800,193400,70.15,37,0.218,0.27,571,11.913,FALSE
37033,Eastwood Brook,Eastwood,585850,188850,9.85,45,0.34,0.21,555,5.0235,FALSE
38002,Ash,Mardock,539350,214850,78,93,0.505,0.31,619,6.7475,FALSE
38003,Mimram,Panshanger Park,528250,213300,130.2,121,0.72,0.3,656,1.97,FALSE
38004,Rib,Wadesmill,535950,217450,136.79,112,0.47,0.3,625,11.629,FALSE
38007,Canons Brook,Elizabeth Way,543200,210400,20.76,75,0.353,0.31,601,6.92,FALSE
38011,Mimram,Fulling Mill,522650,216950,99.25,130,0.74,0.3,658,0.42,FALSE
38018,Upper Lee,Water Hall,530000,209950,157.74,114,0.686,0.3,663,7.04,FALSE
38020,Cobbins Brook,Sewardstone Road,538700,200000,38.79,71,0.223,0.29,616,7.5225,FALSE
38021,Turkey Brook,Albany Park,536000,198500,41.49,78,0.242,0.29,667,6.9585,FALSE
38022,Pymmes Brook,Edmonton Silver Street,534050,192550,40.55,65,0.243,0.29,672,19.4,FALSE
39001,Thames,Kingston,517750,169850,9930.8,109,0.653,0.3,706,314.875,FALSE
39002,Thames,Days Weir,456850,193600,3480,122,0.65,0.31,690,148.0145,FALSE
39003,Wandle,South Wimbledon,526600,170600,177.66,114,0.758,0.31,724,12.6,FALSE
39004,Wandle,Beddington Park,529650,165500,117.35,145,0.846,0.33,764,4.8695,FALSE
39005,Beverley Brook,Wimbledon Common,521650,171750,39.49,41,0.476,0.29,630,11.088,FALSE
39006,Windrush,Newbridge,440200,201850,361.6,178,0.79,0.33,744,11,FALSE
39007,Blackwater,Swallowfield,473100,164800,359.81,88,0.63,0.32,708,22.35,FALSE
39008,Thames,Eynsham,444500,208700,1626.76,135,0.686,0.32,730,75.331,FALSE
39010,Colne,Denham,505200,186350,725.9,121,0.629,0.29,704,10.236,FALSE
39011,Wey,Tilford,487450,143300,391.33,131,0.795,0.35,855,25.795,FALSE
39012,Hogsmill,Kingston upon Thames,518200,168800,72.91,72,0.599,0.3,671,13.4305,FALSE
39014,Ver,Hansteads,515100,201950,134.55,136,0.677,0.3,699,1.22,FALSE
39016,Kennet,Theale,464950,170850,1037.39,151,0.766,0.31,758,37.6235,FALSE
39018,Ock,Abingdon,448600,196950,248.22,87,0.635,0.31,637,10.1,FALSE
39019,Lambourn,Shaw,447050,168250,235.43,163,0.839,0.32,736,3.545,FALSE
39020,Coln,Bibury,412150,206250,107.3,197,0.858,0.33,821,3.6095,FALSE
39021,Cherwell,Enslow Mill,448200,218350,555.45,133,0.59,0.3,664,19.3,FALSE
39022,Loddon,Sheepbridge,472000,165250,176.77,94,0.594,0.33,735,16.5,FALSE
39023,Wye,Hedsor,489600,186700,134.18,149,0.797,0.3,755,2.69,FALSE
39025,Enborne,Brimpton,456800,164750,142.01,120,0.5,0.32,789,16.9,FALSE
39026,Cherwell,Banbury,445850,241100,204.59,139,0.41,0.3,664,16.0155,FALSE
39027,Pang,Pangbourne,463450,176600,175.68,121,0.72,0.31,694,2.14,FALSE
39028,Dun,Hungerford,432150,168500,100.1,157,0.768,0.31,786,2.17,FALSE
39029,Tilling Bourne,Shalford,500000,147850,58.78,133,0.885,0.36,810,1.955,FALSE
39033,Winterbourne Stream,Bagnor,445300,169450,45.31,148,0.766,0.32,717,0.397,FALSE
39034,Evenlode,Cassington Mill,444850,209950,427.14,142,0.699,0.32,691,20.5,FALSE
39035,Churn,Cerney Wick,407550,196300,126.74,189,0.825,0.32,833,3.295,FALSE
39036,Law Brook,Albury,504500,146800,16.06,139,0.888,0.36,819,0.459,FALSE
39037,Kennet,Marlborough,418700,168600,136.43,187,0.959,0.34,772,3.601,FALSE
39042,Leach,Priory Mill Lechlade,422700,199300,77.62,143,0.865,0.33,736,3.07,FALSE
39049,Silk Stream,Colindeep Lane,521750,189500,31.07,79,0.182,0.29,685,13.08,FALSE
39052,The Cut,Binfield,485350,171250,50,75,0.355,0.29,676,7.5435,FALSE
39053,Mole,Horley,527050,143250,91.59,88,0.464,0.36,812,26.6965,FALSE
39055,Yeading Brook West,North Hillingdon,508350,184600,16.82,51,0.172,0.29,657,4.2365,FALSE
39056,Ravensbourne,Catford Hill,537250,173250,126.18,105,0.715,0.28,714,15.546,FALSE
39081,Ock,Abingdon,448150,196650,233.6,88,0.623,0.31,639,10.2345,FALSE
39086,Gatwick Stream,Gatwick Link,528500,141700,32.62,102,0.597,0.36,830,9.647,FALSE
39088,Chess,Rickmansworth,506550,194800,96.92,153,0.692,0.3,753,1.13,FALSE
39089,Gade,Bury Mill,505350,207650,44.74,156,0.7,0.3,724,0.6085,FALSE
39090,Cole,Inglesham,420850,196950,139.79,111,0.53,0.31,682,13.9,FALSE
39093,Brent,Monks Park,520200,185050,105.94,72,0.197,0.29,675,25.329,FALSE
39096,Wealdstone Brook,Wembley,519350,186200,23.74,54,0.175,0.29,664,12.06,FALSE
39134,Ravensbourne,Bromley South,540550,168750,9.77,75,0.685,0.27,680,4.887,FALSE
40003,Medway,Teston / East Farleigh,570850,153050,1261.31,73,0.44,0.35,743,129.048,FALSE
40004,Rother,Udiam,577250,124400,204.64,81,0.388,0.35,857,43.25,FALSE
40005,Beult,Stilebridge,575850,147750,278.05,45,0.353,0.34,691,37.446,FALSE
40007,Medway,Chafford / Colliers Land Bridge,551750,140600,252.08,109,0.441,0.35,831,48.056,FALSE
40008,Great Stour,Wye,604900,147000,226.4,77,0.659,0.34,741,20.46,FALSE
40009,Teise,Stonebridge,571800,139950,134.5,93,0.443,0.36,812,26.06,FALSE
40010,Eden,Penshurst / Vexour Bridge,552000,143700,224.41,82,0.424,0.35,742,24.298,FALSE
40011,Great Stour,Horton,611550,155350,341.26,84,0.706,0.34,748,20.492,FALSE
40012,Darent,Hawley,555250,171850,187.31,117,0.833,0.29,729,2.8055,FALSE
40016,Cray,Crayford,551050,174550,123.5,98,0.856,0.27,694,7.75,FALSE
40018,Darent,Lullingstone,553050,164250,122.24,129,0.814,0.32,762,3.473,FALSE
40022,Great Stour,Chart Leacon,599250,142300,66.96,91,0.744,0.34,726,5.118,FALSE
40033,Dour,Crabble Mill,630050,143000,44.93,120,0.778,0.34,862,1.302,FALSE
41005,Ouse,Gold Bridge,542900,121400,182.66,77,0.494,0.35,835,32.908,FALSE
41006,Uck,Isfield,545850,119000,89.16,73,0.432,0.35,823,35.8795,FALSE
41011,Rother,Iping Mill,485200,122900,156.94,91,0.675,0.35,921,29.714,FALSE
41012,Adur E Branch,Sakeham,521900,119000,93.62,49,0.376,0.34,829,30.096,FALSE
41014,Arun,Pallingham,504650,122900,382.69,63,0.39,0.35,805,80.282,FALSE
41015,Ems,Westbourne,475500,107400,57.89,97,0.905,0.34,899,2.2515,FALSE
41016,Cuckmere,Cowbeech,561150,115050,19.1,90,0.471,0.34,855,8.8255,FALSE
41018,Kird,Tanyards,504400,125550,67.36,50,0.36,0.35,820,19.9025,FALSE
41020,Bevern Stream,Clappers Bridge,542350,116150,35.48,51,0.355,0.34,886,13.575,FALSE
41022,Lod,Halfway Bridge,493150,122250,52.44,82,0.48,0.35,857,15.9,FALSE
41023,Lavant,Graylingwell,487050,106450,86.2,122,0.936,0.34,922,1.473,FALSE
42001,Wallington,North Fareham,458700,107450,111.67,69,0.639,0.34,819,18.1,FALSE
42003,Lymington,Brockenhurst,431750,101900,99.87,48,0.387,0.33,854,24.95,FALSE
42005,Wallop Brook,Broughton,431100,133000,53.46,87,0.955,0.34,770,0.9825,FALSE
42006,Meon,Mislingford,458950,114100,75.85,113,0.952,0.34,896,2.8895,FALSE
42007,Alre,Drove Lane Alresford,457450,132600,57.45,126,0.964,0.34,857,2.4525,FALSE
42008,Cheriton Stream,Sewards Bridge,457350,132250,74.34,121,0.941,0.34,885,1.347,FALSE
42009,Candover Stream,Borough Bridge,456900,132350,72.06,139,0.951,0.34,819,0.992,FALSE
42010,Itchen,Highbridge & Allbrook Total,446800,121100,339.9,111,0.949,0.34,834,9.2,FALSE
42011,Hamble,Frogmill,452300,114900,55.25,77,0.747,0.33,838,7.935,FALSE
42012,Anton,Fullerton,437900,139250,186.16,113,0.931,0.34,773,3.2585,FALSE
42014,Blackwater,Ower,432850,117400,102.38,60,0.479,0.33,837,14.774,FALSE
42017,Hermitage Stream,Havant,471050,106800,17.33,38,0.245,0.34,785,9.783,FALSE
43003,Avon,East Mills Total,415850,114350,1459.45,130,0.894,0.34,807,46.58,FALSE
43004,Bourne,Laverstock,415650,130400,165.21,130,0.952,0.34,768,2.117,FALSE
43005,Avon,Amesbury,415100,141400,326.47,135,0.903,0.34,744,9.927,FALSE
43006,Nadder,Wilton,409750,130800,215.63,139,0.763,0.35,875,14.808,FALSE
43007,Stour,Throop,411250,96050,1062.08,92,0.664,0.35,861,100.5085,FALSE
43008,Wylye,South Newton,408650,134250,448.17,144,0.937,0.35,830,12.8,FALSE
43009,Stour,Hammoon,382000,114650,518.75,100,0.442,0.36,849,110,FALSE
43010,Allen,Loverley Farm,400700,108550,94.84,112,0.944,0.35,872,4.709,FALSE
43012,Wylye,Norton Bavant,390850,142750,114.01,167,0.885,0.35,925,4.637,FALSE
43014,East Avon,Upavon,413350,156000,85.83,145,0.838,0.32,759,3.608,FALSE
43017,West Avon,Upavon,413350,155950,84.63,137,0.872,0.34,744,5.439,FALSE
43018,Allen,Walford Mill,400800,100700,170.88,89,0.914,0.35,860,6.912,FALSE
43019,Shreen Water,Colesbrook,380800,127800,30.4,125,0.565,0.35,883,13.4185,FALSE
43028,Chitterne Brook,Codford,397050,140150,68,158,0.974,0.35,807,2.2965,FALSE
43029,Wylye,Brixton Deverill,385600,137950,50.04,189,0.931,0.35,968,1.562,FALSE
44001,Frome,East Stoke Total,386750,86850,414.59,115,0.778,0.37,968,21.34,FALSE
44002,Piddle,Baggs Mill,391300,87650,183.79,105,0.86,0.36,942,8.185,FALSE
44003,Asker,Bridport,347000,92750,48.52,100,0.696,0.38,924,12.3535,FALSE
44004,Frome,Dorchester Total,370850,90350,205.67,152,0.775,0.38,1010,15.847,FALSE
44006,Sydling Water,Sydling St Nicholas,363250,99650,12.06,188,0.879,0.38,1030,0.865,FALSE
44008,South Winterbourne,Winterbourne Steepleton,362950,89750,20.18,160,0.811,0.38,1012,0.434,FALSE
44009,Wey,Broadwey,366600,83900,8,101,0.779,0.38,894,1.757,FALSE
44011,Asker,East Bridge Bridport,347000,92750,48.52,100,0.696,0.38,924,16.483,FALSE
44013,Piddle,Little Puddle,371850,96450,34.09,152,0.893,0.38,1002,0.857,FALSE
44014,Piddle,Briantspuddle,382250,93350,107.24,124,0.882,0.38,969,4.993,FALSE
44015,Hooke,Hooke,353900,99900,12.59,200,0.599,0.38,1030,1.641,FALSE
45001,Exe,Thorverton,293600,101600,608.16,245,0.526,0.46,1249,175.036,FALSE
45002,Exe,Stoodleigh,294250,117800,420.69,285,0.495,0.48,1361,140.651,FALSE
45003,Culm,Woodmill,302050,105800,228.91,153,0.585,0.4,971,70.6,FALSE
45004,Axe,Whitford,326200,95300,288.56,138,0.498,0.39,994,104.211,FALSE
45005,Otter,Dotton,308700,88450,202.83,144,0.549,0.4,971,69.81,FALSE
45007,Exe,Trews Weir,292250,91850,1193.68,187,0.558,0.44,1090,267.78,FALSE
45008,Otter,Fenny Bridges,311450,98600,105.29,183,0.491,0.4,1040,63.799,FALSE
45009,Exe,Pixton,293500,126000,147.82,309,0.548,0.51,1375,47.153,FALSE
45012,Creedy,Cowley,290100,96750,263.63,124,0.577,0.46,909,75.623,FALSE
45013,Tale,Fairmile,308850,97100,31.43,123,0.514,0.4,922,10.0905,FALSE
45816,Haddeo,Upton,298850,128900,6.81,310,0.59,0.37,1210,3.456,FALSE
45817,Unnamed Stream,Upton,298850,128950,1.74,287,0.603,0.54,1207,1.2625,FALSE
45818,Withiel Florey Stream,Bessom Bridge,298050,132650,9.55,338,0.578,0.42,1271,4.179,FALSE
46003,Dart,Austins Bridge,275150,65850,249.99,327,0.523,0.47,1771,231.2,FALSE
46005,East Dart,Bellever,265700,77550,22.27,459,0.363,0.46,2095,39.242,FALSE
46006,Erme,Ermington,264150,53200,43.62,272,0.472,0.47,1714,49.78,FALSE
46007,West Dart,Dunnabridge,264350,74200,47.5,424,0.367,0.47,1987,70.1385,FALSE
46008,Avon,Loddiswell,271900,47600,102.22,202,0.554,0.47,1550,63.05,FALSE
46013,Bovey,Bovey Parke,281000,78700,86.95,261,0.681,0.46,1356,24.86,FALSE
46014,Teign,Chudleigh,285750,78500,232.28,227,0.575,0.46,1228,84.1,FALSE
47001,Tamar,Gunnislake,242650,72550,920.22,155,0.481,0.49,1215,263.788,FALSE
47004,Lynher,Pillaton Mill,236850,62550,135.29,175,0.549,0.48,1423,43.177,FALSE
47005,Ottery,Werrington Park,233700,86650,121.66,148,0.45,0.49,1199,62.162,FALSE
47006,Lyd,Lifton Park,238850,84250,220.39,187,0.485,0.5,1228,76.648,FALSE
47007,Yealm,Puslinch,257400,51100,56.91,169,0.549,0.47,1427,40.245,FALSE
47008,Thrushel,Tinhay,239750,85500,112.72,162,0.422,0.5,1144,39.956,FALSE
47009,Tiddy,Tideford,234450,59600,37.4,109,0.591,0.48,1276,6.8435,FALSE
47011,Plym,Carn Wood,252150,61200,79.5,277,0.481,0.48,1617,46.2,FALSE
47013,Withey Brook,Bastreet,224400,76400,13.95,288,0.368,0.48,1686,10.125,FALSE
47014,Walkham,Horrabridge,251300,69900,44.24,318,0.585,0.48,1665,39.715,FALSE
47020,Inny,Bealsmill,235900,77050,101.98,201,0.576,0.47,1429,33.943,FALSE
47021,Kensey,Launceston Newport,233000,85150,34.83,166,0.584,0.5,1298,13.62,FALSE
47022,Tory Brook,Newnham Park,255150,57700,13.43,180,0.431,0.48,1403,6.176,FALSE
47023,Tamar,Tamarstone Bridge,228350,105500,49.06,158,0.396,0.5,1217,18.596,FALSE
47024,Tavy,Tavistock Abbey Bridge,248300,74500,95.63,325,0.516,0.48,1666,81.841,FALSE
48001,Fowey,Trekeivesteps,222750,69850,36.69,269,0.444,0.47,1637,17.1945,FALSE
48003,Fal,Tregony,192100,44750,89.03,126,0.546,0.45,1211,11.0415,FALSE
48004,Warleggan,Trengoffe,215900,67350,25.26,219,0.499,0.45,1445,9.9565,FALSE
48005,Kenwyn,Truro,181950,45000,19.02,83,0.601,0.42,1100,5.666,FALSE
48006,Cober,Helston County Bridge,165550,27350,40.3,138,0.672,0.44,1209,5.519,FALSE
48007,Kennal,Ponsanooth,176250,37650,26.89,162,0.736,0.44,1294,4.179,FALSE
48009,St Neot,Craigshill Wood,218400,66000,22.97,230,0.463,0.45,1511,8.465,FALSE
48011,Fowey,Restormel,209800,62500,167.2,196,0.522,0.46,1435,50.945,FALSE
48012,Fal,Trenowth,193750,50600,65.07,149,0.523,0.45,1248,9.965,FALSE
48801,Cober,Trenear,167600,31100,26.5,162,0.671,0.44,1266,2.34,FALSE
48803,Carnon,Bissoe,177450,41250,33.62,103,0.623,0.42,1161,4.672,FALSE
49001,Camel,Denby,201750,68150,209.94,174,0.555,0.45,1338,57.5,FALSE
49002,Hayle,St Erth,154900,34200,48.58,80,0.642,0.44,1076,4.595,FALSE
49003,De Lank,De Lank,213350,76550,21.61,284,0.379,0.45,1628,13.646,FALSE
49004,Gannel,Gwills,182850,59250,40.83,78,0.617,0.45,1046,14.534,FALSE
49005,Bolingey Stream,Bolingey Cocks Bridge,176850,52900,16.08,73,0.627,0.42,1044,5.777,FALSE
49006,Camel,Camelford,210650,83900,12.52,253,0.575,0.46,1418,10.8,FALSE
50001,Taw,Umberleigh,260750,123650,832.97,182,0.472,0.48,1153,240.88,FALSE
50002,Torridge,Torrington,249950,118550,664.26,160,0.425,0.49,1184,233.6155,FALSE
50006,Mole,Woodleigh,266050,121050,327,210,0.502,0.54,1306,121.0025,FALSE
50007,Taw,Taw Bridge,267300,106800,72.24,234,0.49,0.46,1225,38.8135,FALSE
50008,Lew,Gribbleford Bridge,252750,101400,71.23,175,0.406,0.5,1192,56.62,FALSE
50009,Lew,Norley Bridge,250050,99900,20.05,178,0.446,0.5,1196,18.676,FALSE
50011,Okement,Jacobstowe,259150,101900,80.17,316,0.478,0.48,1510,59.565,FALSE
50014,Yeo,Collard Bridge,259500,135550,78.06,204,0.575,0.5,1342,18.585,FALSE
51001,Doniford Stream,Swill Bridge,308850,142900,74.23,145,0.629,0.35,911,12.252,FALSE
51002,Horner Water,West Luccombe,289800,145850,20.38,341,0.539,0.54,1485,9.9025,FALSE
51003,Washford,Beggearn Huish,304000,139450,36.7,252,0.588,0.38,1151,6.105,FALSE
52003,Halsewater,Halsewater,320650,125250,88.31,105,0.625,0.35,851,12.1895,FALSE
52004,Isle,Ashford Mill,336050,118800,87.41,93,0.499,0.4,891,35.9465,FALSE
52005,Tone,Bishops Hull,320600,125000,203.66,144,0.562,0.36,964,44.3115,FALSE
52006,Yeo,Pen Mill,357350,116200,216.4,95,0.569,0.38,865,49.916,FALSE
52007,Parrett,Chiselborough,346100,114450,74.26,73,0.537,0.38,886,31.354,FALSE
52009,Sheppey,Fenny Castle,349800,143850,58.16,142,0.688,0.37,974,7.519,FALSE
52010,Brue,Lovington,359000,131800,137.82,104,0.527,0.37,866,36.135,FALSE
52011,Cary,Somerton,349800,129050,84.64,38,0.532,0.37,715,9.1995,FALSE
52014,Tone,Greenham,307900,120300,57.74,240,0.553,0.35,1100,13.343,FALSE
52015,Land Yeo,Wraxall Bridge,348300,171550,23.33,94,0.669,0.35,906,3.6605,FALSE
52016,Currypool Stream,Currypool Farm,322150,138150,15.74,181,0.586,0.35,934,2.617,FALSE
52017,Congresbury Yeo,Iwood,345200,163050,55.37,107,0.592,0.35,982,8.36,FALSE
52025,Hillfarrance Brook,Milverton,311350,127000,27.75,163,0.633,0.35,1009,10.549,FALSE
53002,Semington Brook,Semington,390750,160550,153.34,89,0.564,0.34,712,14.25,FALSE
53004,Chew,Compton Dando,364800,164750,128.87,120,0.591,0.35,987,20.045,FALSE
53005,Midford Brook,Midford,376350,161100,147.27,125,0.625,0.36,965,29.133,FALSE
53006,Frome (Bristol),Frenchay,363750,177200,151.64,73,0.362,0.35,792,30.9485,FALSE
53007,Frome (Somerset),Tellisford,380500,156450,263.76,143,0.563,0.36,965,58.787,FALSE
53008,Avon,Great Somerford,396500,183200,305.17,119,0.622,0.34,804,36.794,FALSE
53009,Wellow Brook,Wellow,374050,158000,73.64,135,0.643,0.37,999,13.567,FALSE
53013,Marden,Stanley,395550,173000,99.46,110,0.559,0.34,724,13.38,FALSE
53017,Boyd,Bitton,368150,169900,47.58,111,0.496,0.35,807,13.845,FALSE
53018,Avon,Bathford,378550,167000,1569.35,109,0.575,0.34,817,165.317,FALSE
53023,Sherston Avon,Fosseway,389150,187000,77.73,138,0.72,0.34,835,7.278,FALSE
53025,Mells,Vallis,375750,149100,118.05,179,0.656,0.37,1056,21.57,FALSE
53026,Frome (Bristol),Frampton Cotterell,366750,182200,80.6,84,0.397,0.35,800,12.037,FALSE
53028,By Brook,Middlehill,381400,168800,99.49,137,0.729,0.34,835,10.272,FALSE
53029,Biss,Trowbridge,385400,157950,78.14,80,0.525,0.35,759,12.2695,FALSE
54001,Severn,Bewdley,378200,276100,4329.9,175,0.541,0.38,912,334.0525,FALSE
54002,Avon,Evesham,404000,243700,2207.95,99,0.401,0.29,654,175.864,FALSE
54004,Sowe,Stoneleigh,433200,273100,263.52,104,0.51,0.3,667,31.001,FALSE
54005,Severn,Montford,341200,314450,2026.77,249,0.47,0.5,1147,305.952,FALSE
54006,Stour (Worcs),Kidderminster Callows Lane,383000,276800,323.38,114,0.655,0.3,693,18.981,FALSE
54007,Arrow,Broom,408650,253600,320.84,102,0.374,0.28,689,58.918,FALSE
54008,Teme,Tenbury,359750,268500,1124.62,231,0.612,0.36,841,139.355,FALSE
54011,Salwarpe,Harford Hill,386850,261950,186.52,83,0.523,0.28,666,20.113,FALSE
54012,Tern,Walcot,359200,312300,851.65,93,0.616,0.34,694,35.4135,FALSE
54014,Severn,Abermule,316550,295800,574.54,288,0.449,0.52,1256,185.3,FALSE
54016,Roden,Rodington,358900,314150,261.94,89,0.615,0.34,693,10.858,FALSE
54017,Leadon,Wedderburn Bridge,377650,223350,287.41,74,0.57,0.33,685,48.071,FALSE
54018,Rea Brook,Hookagate,346550,309250,172.85,183,0.508,0.42,757,22.95,FALSE
54019,Avon,Stareton,433300,271550,346.06,119,0.424,0.29,654,28.6,FALSE
54020,Perry,Yeaton,343450,319200,188.08,102,0.654,0.4,739,10.59,FALSE
54022,Severn,Plynlimon flume,285300,287200,8.75,501,0.323,0.66,2481,14.9875,FALSE
54023,Badsey Brook,Offenham,406300,244900,93.93,78,0.331,0.29,653,10.171,FALSE
54024,Worfe,Burcote,374600,295350,255.22,96,0.642,0.34,687,6.45,FALSE
54025,Dulas,Rhos-y-pentref,294950,282500,53.33,342,0.439,0.59,1268,23.2395,FALSE
54026,Chelt,Slate Mill,389150,226400,31.31,122,0.443,0.33,726,9.419,FALSE
54027,Frome,Ebley Mill,383000,204600,196.71,179,0.738,0.32,827,11.382,FALSE
54028,Vyrnwy,Llanymynech,325300,319600,779.14,291,0.439,0.51,1339,264.248,FALSE
54029,Teme,Knightsford Bridge,373450,255750,1483.65,212,0.6,0.35,818,181.584,FALSE
54034,Dowles Brook,Oak Cottage,377100,276400,44.16,127,0.634,0.32,714,9.6,FALSE
54036,Isbourne,Hinton on the Green,402400,240700,92.83,127,0.479,0.32,701,13.225,FALSE
54038,Tanat,Llanyblodwel,325200,322450,241.13,322,0.477,0.51,1274,79.1265,FALSE
54040,Meese,Tibberton,368050,320450,159.87,98,0.588,0.34,700,4.736,FALSE
54041,Tern,Eaton upon Tern,364900,323200,193.49,107,0.645,0.34,719,12.4435,FALSE
54044,Tern,Ternhill,362900,331450,95.73,125,0.698,0.34,739,4.69,FALSE
54057,Severn,Haw Bridge,384500,227900,9885.46,145,0.513,0.32,793,478,FALSE
54080,Severn,Dolwen,299000,285200,174.42,349,0.448,0.64,1611,96.215,FALSE
54091,Severn,Hafren Flume,284300,287750,3.46,529,0.304,0.66,2513,5.92,FALSE
54092,Hore,Hore Flume,284550,287250,3.22,513,0.33,0.66,2533,6.372,FALSE
54102,Avon,Lilbourne,456350,277750,109.58,142,0.354,0.29,668,12.313,FALSE
54106,Stour (Warks),Shipston,426050,240500,185.16,143,0.454,0.32,677,29.232,FALSE
54111,Avon,Rugby,450300,276650,243.37,131,0.362,0.29,658,30.8495,FALSE
54114,Avon,Warwick,429900,265300,1012.49,106,0.417,0.3,654,74.6415,FALSE
